Player Name,Fantasy Team,POS,TEAM,SLOT,PROJ,FPTS,Week,Year
Damien Williams,Team Loomis,RB,,RB,,16.4,5,2021
Darrell Henderson Jr.,Team Loomis,RB,,RB,,16.9,5,2021
Keenan Allen,Team Loomis,WR,,WR,,13.5,5,2021
Deebo Samuel,Team Loomis,WR,,WR,,16.1,5,2021
Darren Waller,Team Loomis,TE,,TE,,8.5,5,2021
Kenny Golladay,Team Loomis,WR,,FLEX,,0,5,2021
Browns,Team Loomis,D/ST,,D/ST,,-6,5,2021
Harrison Butker,Team Loomis,K,,K,,10,5,2021
Patrick Mahomes,Team Piazza,QB,,QB,,18.98,5,2021
Jonathan Taylor,Team Piazza,RB,,RB,,31.9,5,2021
Kareem Hunt,Team Piazza,RB,,RB,,25.9,5,2021
Davante Adams,Team Piazza,WR,,WR,,37.6,5,2021
Robert Woods,Team Piazza,WR,,WR,,27,5,2021
Mark Andrews,Team Piazza,TE,,TE,,41.7,5,2021
Bryan Edwards,Team Acquarulo,WR,,FLEX,,18.4,10,2021
Commanders,Team Piazza,D/ST,,D/ST,,4,5,2021
Justin Tucker,Team Piazza,K,,K,,3,5,2021
Justin Herbert,Team Graver,QB,,QB,,42.82,5,2021
Ezekiel Elliott,Team Graver,RB,,RB,,25.2,5,2021
Aaron Jones,Team Graver,RB,,RB,,14.9,5,2021
Diontae Johnson,Team Graver,WR,,WR,,15.2,5,2021
DeAndre Hopkins,Team Graver,WR,,WR,,20.7,5,2021
T.J. Hockenson,Team Graver,TE,,TE,,4.2,5,2021
Mike Evans,Team Graver,WR,,FLEX,,29.3,5,2021
Ravens,Team Graver,D/ST,,D/ST,,0,5,2021
Matt Prater,Team Graver,K,,K,,4,5,2021
Josh Allen,Team Dupre,QB,,QB,,28.72,6,2021
Tony Pollard,Team Dupre,RB,,RB,,9.3,6,2021
Myles Gaskin,Team Dupre,RB,,RB,,3.4,6,2021
Terry McLaurin,Team Dupre,WR,,WR,,6.8,6,2021
Adam Thielen,Team Dupre,WR,,WR,,29.8,6,2021
Hunter Henry,Team Dupre,TE,,TE,,10.5,6,2021
Tee Higgins,Team Dupre,WR,,FLEX,,7.4,6,2021
Bills,Team Dupre,D/ST,,D/ST,,0,6,2021
Chris Boswell,Team Dupre,K,,K,,13,6,2021
Tom Brady,Team Chasse,QB,,QB,,17.98,6,2021
Derrick Henry,Team Chasse,RB,,RB,,35.6,6,2021
Najee Harris,Team Chasse,RB,,RB,,24.7,6,2021
Chris Godwin,Team Chasse,WR,,WR,,9.3,6,2021
Mike Williams,Team Chasse,WR,,WR,,4.7,6,2021
Jared Cook,Team Chasse,TE,,TE,,12.5,6,2021
Leonard Fournette,Team Chasse,RB,,FLEX,,30.7,6,2021
Buccaneers,Team Chasse,D/ST,,D/ST,,6,6,2021
Tyler Bass,Team Chasse,K,,K,,13,6,2021
Dak Prescott,Team Perrotti,QB,,QB,,26.8,6,2021
Austin Ekeler,Team Perrotti,RB,,RB,,9.5,6,2021
Darrell Henderson Jr.,Team Perrotti,RB,,RB,,24.7,6,2021
Justin Jefferson,Team Perrotti,WR,,WR,,14,6,2021
Marquise Brown,Team Perrotti,WR,,WR,,7.5,6,2021
Dawson Knox,Team Perrotti,TE,,TE,,7.5,6,2021
Chase Claypool,Team Perrotti,WR,,FLEX,,3.7,6,2021
Colts,Team Perrotti,D/ST,,D/ST,,11,6,2021
Greg Zuerlein,Team Perrotti,K,,K,,12,6,2021
Matthew Stafford,Team Sachs,QB,,QB,,25.24,6,2021
Jamaal Williams,Team Sachs,RB,,RB,,1.9,6,2021
Chuba Hubbard,Team Sachs,RB,,RB,,13.5,6,2021
Cooper Kupp,Team Sachs,WR,,WR,,34,6,2021
Amari Cooper,Team Sachs,WR,,WR,,10.5,6,2021
Mike Gesicki,Team Sachs,TE,,TE,,19.5,6,2021
Michael Pittman Jr.,Team Sachs,WR,,FLEX,,5.8,6,2021
Bengals,Team Sachs,D/ST,,D/ST,,8,6,2021
Matt Gay,Team Sachs,K,,K,,8,6,2021
Jalen Hurts,Team Acquarulo,QB,,QB,,25,6,2021
James Robinson,Team Acquarulo,RB,,RB,,19.1,6,2021
D'Andre Swift,Team Acquarulo,RB,,RB,,17.7,6,2021
DJ Moore,Team Acquarulo,WR,,WR,,10.9,6,2021
Stefon Diggs,Team Acquarulo,WR,,WR,,23.9,6,2021
Zach Ertz,Team Acquarulo,TE,,TE,,12.9,6,2021
Chase Edmonds,Team Sachs,RB,,FLEX,,5.3,15,2021
Panthers,Team Acquarulo,D/ST,,D/ST,,2,6,2021
Zane Gonzalez,Team Acquarulo,K,,K,,9,6,2021
Sam Darnold,Team Shamas,QB,,QB,,15.08,6,2021
Dalvin Cook,Team Shamas,RB,,RB,,22.3,6,2021
Joe Mixon,Team Shamas,RB,,RB,,26.3,6,2021
DK Metcalf,Team Shamas,WR,,WR,,11.8,6,2021
CeeDee Lamb,Team Shamas,WR,,WR,,36.1,6,2021
Travis Kelce,Team Shamas,TE,,TE,,17.9,6,2021
Corey Davis,Team Acquarulo,WR,,FLEX,,2.8,2,2021
Broncos,Team Shamas,D/ST,,D/ST,,-2,6,2021
Nick Folk,Team Shamas,K,,K,,3,6,2021
Kyler Murray,Team Pawlowicz,QB,,QB,,25.76,6,2021
Antonio Gibson,Team Pawlowicz,RB,,RB,,4.4,6,2021
Josh Jacobs,Team Pawlowicz,RB,,RB,,15.2,6,2021
Tyreek Hill,Team Pawlowicz,WR,,WR,,22.6,6,2021
Ja'Marr Chase,Team Pawlowicz,WR,,WR,,13.7,6,2021
Jonnu Smith,Team Pawlowicz,TE,,TE,,1.9,6,2021
DeVonta Smith,Team Pawlowicz,WR,,FLEX,,5.1,6,2021
Cowboys,Team Pawlowicz,D/ST,,D/ST,,13,6,2021
Ryan Succop,Team Pawlowicz,K,,K,,4,6,2021
Aaron Rodgers,Team Loomis,QB,,QB,,23.7,6,2021
Devontae Booker,Team Loomis,RB,,RB,,10.9,6,2021
Chase Edmonds,Team Loomis,RB,,RB,,8,6,2021
Keenan Allen,Team Loomis,WR,,WR,,10,6,2021
Kadarius Toney,Team Loomis,WR,,WR,,6.6,6,2021
Darren Waller,Team Loomis,TE,,TE,,10.9,6,2021
Corey Davis,Team Acquarulo,WR,,FLEX,,8.5,5,2021
Rams,Team Loomis,D/ST,,D/ST,,17,6,2021
Harrison Butker,Team Loomis,K,,K,,9,6,2021
Patrick Mahomes,Team Piazza,QB,,QB,,22.98,6,2021
Jonathan Taylor,Team Piazza,RB,,RB,,28.8,6,2021
Kareem Hunt,Team Piazza,RB,,RB,,10.8,6,2021
Davante Adams,Team Piazza,WR,,WR,,12.9,6,2021
Robert Woods,Team Piazza,WR,,WR,,11.1,6,2021
Mark Andrews,Team Piazza,TE,,TE,,17.8,6,2021
Antonio Brown,Team Piazza,WR,,FLEX,,24.3,6,2021
Commanders,Team Piazza,D/ST,,D/ST,,3,6,2021
Justin Tucker,Team Piazza,K,,K,,12,6,2021
Justin Herbert,Team Graver,QB,,QB,,11,6,2021
Ezekiel Elliott,Team Graver,RB,,RB,,18.9,6,2021
Aaron Jones,Team Graver,RB,,RB,,21,6,2021
Diontae Johnson,Team Graver,WR,,WR,,18.6,6,2021
DeAndre Hopkins,Team Graver,WR,,WR,,20.5,6,2021
Dalton Schultz,Team Graver,TE,,TE,,12.9,6,2021
Mike Evans,Team Graver,WR,,FLEX,,4.7,6,2021
Packers,Team Graver,D/ST,,D/ST,,9,6,2021
Matt Prater,Team Graver,K,,K,,15,6,2021
Matt Ryan,Team Dupre,QB,,QB,,17.44,7,2021
Myles Gaskin,Team Dupre,RB,,RB,,17.7,7,2021
Elijah Mitchell,Team Dupre,RB,,RB,,16.7,7,2021
Terry McLaurin,Team Dupre,WR,,WR,,25.2,7,2021
Tyler Boyd,Team Dupre,WR,,WR,,7.9,7,2021
Kyle Pitts,Team Dupre,TE,,TE,,23.3,7,2021
Tee Higgins,Team Dupre,WR,,FLEX,,13.2,7,2021
Falcons,Team Dupre,D/ST,,D/ST,,3,7,2021
Younghoe Koo,Team Dupre,K,,K,,12,7,2021
Tom Brady,Team Chasse,QB,,QB,,24.44,7,2021
Derrick Henry,Team Chasse,RB,,RB,,16.4,7,2021
Leonard Fournette,Team Chasse,RB,,RB,,17,7,2021
Chris Godwin,Team Chasse,WR,,WR,,25.1,7,2021
Julio Jones,Team Chasse,WR,,WR,,5.8,7,2021
Noah Fant,Team Chasse,TE,,TE,,8.9,7,2021
Brandin Cooks,Team Chasse,WR,,FLEX,,7.1,7,2021
Buccaneers,Team Chasse,D/ST,,D/ST,,18,7,2021
Randy Bullock,Team Chasse,K,,K,,11,7,2021
Ryan Tannehill,Team Perrotti,QB,,QB,,19.4,7,2021
Darrell Henderson Jr.,Team Perrotti,RB,,RB,,9.4,7,2021
Darrel Williams,Team Perrotti,RB,,RB,,8,7,2021
Marquise Brown,Team Perrotti,WR,,WR,,19,7,2021
A.J. Brown,Team Perrotti,WR,,WR,,27.3,7,2021
Dallas Goedert,Team Perrotti,TE,,TE,,12,7,2021
James Conner,Team Perrotti,RB,,FLEX,,12.4,7,2021
Colts,Team Perrotti,D/ST,,D/ST,,12,7,2021
Daniel Carlson,Team Perrotti,K,,K,,9,7,2021
Matthew Stafford,Team Sachs,QB,,QB,,27.16,7,2021
Alvin Kamara,Team Sachs,RB,,RB,,33.9,7,2021
Chuba Hubbard,Team Sachs,RB,,RB,,9.6,7,2021
Cooper Kupp,Team Sachs,WR,,WR,,37.6,7,2021
Courtland Sutton,Team Sachs,WR,,WR,,11.8,7,2021
Mike Gesicki,Team Sachs,TE,,TE,,21.5,7,2021
Jaylen Waddle,Team Sachs,WR,,FLEX,,15.3,7,2021
Cardinals,Team Sachs,D/ST,,D/ST,,11,7,2021
Matt Gay,Team Sachs,K,,K,,9,7,2021
Jalen Hurts,Team Acquarulo,QB,,QB,,23.54,7,2021
Damien Harris,Team Acquarulo,RB,,RB,,25.3,7,2021
D'Andre Swift,Team Acquarulo,RB,,RB,,28.4,7,2021
DJ Moore,Team Acquarulo,WR,,WR,,13.3,7,2021
Allen Robinson II,Team Acquarulo,WR,,WR,,3.6,7,2021
Zach Ertz,Team Acquarulo,TE,,TE,,16,7,2021
Corey Davis,Team Acquarulo,WR,,FLEX,,14.7,7,2021
Patriots,Team Acquarulo,D/ST,,D/ST,,13,7,2021
Zane Gonzalez,Team Acquarulo,K,,K,,4,7,2021
Tua Tagovailoa,Team Shamas,QB,,QB,,26.54,7,2021
Joe Mixon,Team Shamas,RB,,RB,,11.9,7,2021
Miles Sanders,Team Shamas,RB,,RB,,3.7,7,2021
DK Metcalf,Team Shamas,WR,,WR,,17.6,7,2021
Calvin Ridley,Team Shamas,WR,,WR,,12.6,7,2021
Travis Kelce,Team Shamas,TE,,TE,,13.5,7,2021
Darrel Williams,Team Loomis,RB,,FLEX,,10.7,9,2021
Saints,Team Shamas,D/ST,,D/ST,,10,7,2021
Nick Folk,Team Shamas,K,,K,,14,7,2021
Kyler Murray,Team Pawlowicz,QB,,QB,,21.44,7,2021
Antonio Gibson,Team Pawlowicz,RB,,RB,,7.6,7,2021
Josh Jacobs,Team Pawlowicz,RB,,RB,,15.8,7,2021
Tyreek Hill,Team Pawlowicz,WR,,WR,,12.7,7,2021
Ja'Marr Chase,Team Pawlowicz,WR,,WR,,34.1,7,2021
Jonnu Smith,Team Pawlowicz,TE,,TE,,7.7,7,2021
DeVonta Smith,Team Pawlowicz,WR,,FLEX,,11.1,7,2021
Raiders,Team Pawlowicz,D/ST,,D/ST,,5,7,2021
Ryan Succop,Team Pawlowicz,K,,K,,7,7,2021
Aaron Rodgers,Team Loomis,QB,,QB,,24.66,7,2021
Chase Edmonds,Team Loomis,RB,,RB,,10,7,2021
D'Ernest Johnson,Team Loomis,RB,,RB,,24.8,7,2021
Deebo Samuel,Team Loomis,WR,,WR,,21,7,2021
Darnell Mooney,Team Loomis,WR,,WR,,5.9,7,2021
Tyler Higbee,Team Loomis,TE,,TE,,9.6,7,2021
Darrel Williams,Team Loomis,RB,,FLEX,,29.4,10,2021
Rams,Team Loomis,D/ST,,D/ST,,3,7,2021
Harrison Butker,Team Loomis,K,,K,,3,7,2021
Patrick Mahomes,Team Piazza,QB,,QB,,7.74,7,2021
Jonathan Taylor,Team Piazza,RB,,RB,,18,7,2021
Kenneth Gainwell,Team Piazza,RB,,RB,,14.1,7,2021
Davante Adams,Team Piazza,WR,,WR,,19.6,7,2021
Robert Woods,Team Piazza,WR,,WR,,15,7,2021
Mark Andrews,Team Piazza,TE,,TE,,7.8,7,2021
Christian Kirk,Team Piazza,WR,,FLEX,,15,7,2021
Giants,Team Piazza,D/ST,,D/ST,,17,7,2021
Justin Tucker,Team Piazza,K,,K,,6,7,2021
Taylor Heinecke,Team Graver,QB,,QB,,20.22,7,2021
Cordarrelle Patterson,Team Graver,RB,,RB,,14.1,7,2021
Aaron Jones,Team Graver,RB,,RB,,8.9,7,2021
DeAndre Hopkins,Team Graver,WR,,WR,,18.3,7,2021
Hunter Renfrow,Team Graver,WR,,WR,,12.8,7,2021
T.J. Hockenson,Team Graver,TE,,TE,,10.8,7,2021
Mike Evans,Team Graver,WR,,FLEX,,31.6,7,2021
Ravens,Team Graver,D/ST,,D/ST,,-6,7,2021
Matt Prater,Team Graver,K,,K,,7,7,2021
Josh Allen,Team Dupre,QB,,QB,,29.46,8,2021
Nick Chubb,Team Dupre,RB,,RB,,7.9,8,2021
Elijah Mitchell,Team Dupre,RB,,RB,,19.7,8,2021
Terry McLaurin,Team Dupre,WR,,WR,,6.5,8,2021
Adam Thielen,Team Dupre,WR,,WR,,19.8,8,2021
Kyle Pitts,Team Dupre,TE,,TE,,3.3,8,2021
Tee Higgins,Team Dupre,WR,,FLEX,,13.7,8,2021
Bills,Team Dupre,D/ST,,D/ST,,13,8,2021
Younghoe Koo,Team Dupre,K,,K,,9,8,2021
Tom Brady,Team Chasse,QB,,QB,,25.2,8,2021
Derrick Henry,Team Chasse,RB,,RB,,6.8,8,2021
Najee Harris,Team Chasse,RB,,RB,,21,8,2021
Chris Godwin,Team Chasse,WR,,WR,,28,8,2021
Mike Williams,Team Chasse,WR,,WR,,3.9,8,2021
Zach Ertz,Team Chasse,TE,,TE,,8.2,8,2021
Leonard Fournette,Team Chasse,RB,,FLEX,,7.3,8,2021
Buccaneers,Team Chasse,D/ST,,D/ST,,-1,8,2021
Tyler Bass,Team Chasse,K,,K,,10,8,2021
Cooper Rush,Team Perrotti,QB,,QB,,17.2,8,2021
Austin Ekeler,Team Perrotti,RB,,RB,,24.4,8,2021
Darrell Henderson Jr.,Team Perrotti,RB,,RB,,22.3,8,2021
Justin Jefferson,Team Perrotti,WR,,WR,,4.1,8,2021
A.J. Brown,Team Perrotti,WR,,WR,,31.5,8,2021
Dallas Goedert,Team Perrotti,TE,,TE,,13.2,8,2021
Darrel Williams,Team Piazza,RB,,FLEX,,11,13,2021
Steelers,Team Perrotti,D/ST,,D/ST,,9,8,2021
Greg Joseph,Team Perrotti,K,,K,,12,8,2021
Matthew Stafford,Team Sachs,QB,,QB,,24.2,8,2021
Alvin Kamara,Team Sachs,RB,,RB,,16.6,8,2021
Chuba Hubbard,Team Sachs,RB,,RB,,14.1,8,2021
Cooper Kupp,Team Sachs,WR,,WR,,24.5,8,2021
Courtland Sutton,Team Sachs,WR,,WR,,6,8,2021
Mike Gesicki,Team Sachs,TE,,TE,,9.8,8,2021
Michael Pittman Jr.,Team Sachs,WR,,FLEX,,30.6,8,2021
Bengals,Team Sachs,D/ST,,D/ST,,1,8,2021
Matt Gay,Team Sachs,K,,K,,8,8,2021
Jalen Hurts,Team Acquarulo,QB,,QB,,11.22,8,2021
James Robinson,Team Acquarulo,RB,,RB,,4.9,8,2021
D'Andre Swift,Team Acquarulo,RB,,RB,,8.1,8,2021
DJ Moore,Team Acquarulo,WR,,WR,,9.9,8,2021
Stefon Diggs,Team Acquarulo,WR,,WR,,15,8,2021
Robert Tonyan,Team Acquarulo,TE,,TE,,7.9,8,2021
Darrell Henderson Jr.,Team Perrotti,RB,,FLEX,,17.3,12,2021
Broncos,Team Acquarulo,D/ST,,D/ST,,16,8,2021
Brandon McManus,Team Acquarulo,K,,K,,5,8,2021
Daniel Jones,Team Shamas,QB,,QB,,16.08,8,2021
Dalvin Cook,Team Shamas,RB,,RB,,7.8,8,2021
Joe Mixon,Team Shamas,RB,,RB,,25.1,8,2021
DK Metcalf,Team Shamas,WR,,WR,,22.3,8,2021
CeeDee Lamb,Team Shamas,WR,,WR,,17.2,8,2021
Travis Kelce,Team Shamas,TE,,TE,,4.7,8,2021
Devontae Booker,Team Loomis,RB,,FLEX,,14.6,7,2021
Seahawks,Team Shamas,D/ST,,D/ST,,12,8,2021
Nick Folk,Team Shamas,K,,K,,15,8,2021
Kyler Murray,Team Pawlowicz,QB,,QB,,9.06,8,2021
Antonio Gibson,Team Pawlowicz,RB,,RB,,8.4,8,2021
Zack Moss,Team Pawlowicz,RB,,RB,,11.8,8,2021
Tyreek Hill,Team Pawlowicz,WR,,WR,,27.4,8,2021
Ja'Marr Chase,Team Pawlowicz,WR,,WR,,13.1,8,2021
Ricky Seals-Jones,Team Pawlowicz,TE,,TE,,3.2,8,2021
DeVonta Smith,Team Pawlowicz,WR,,FLEX,,2.5,8,2021
Cowboys,Team Pawlowicz,D/ST,,D/ST,,4,8,2021
Ryan Succop,Team Pawlowicz,K,,K,,3,8,2021
Kirk Cousins,Team Loomis,QB,,QB,,13.16,8,2021
Chase Edmonds,Team Loomis,RB,,RB,,15.9,8,2021
Cordarrelle Patterson,Team Loomis,RB,,RB,,18.2,8,2021
Keenan Allen,Team Loomis,WR,,WR,,19.7,8,2021
Mike Evans,Team Loomis,WR,,WR,,12.8,8,2021
Tyler Higbee,Team Loomis,TE,,TE,,5.5,8,2021
Kadarius Toney,Team Loomis,WR,,FLEX,,7.36,8,2021
Rams,Team Loomis,D/ST,,D/ST,,7,8,2021
Harrison Butker,Team Loomis,K,,K,,8,8,2021
Patrick Mahomes,Team Piazza,QB,,QB,,14,8,2021
Jonathan Taylor,Team Piazza,RB,,RB,,21.2,8,2021
Kenneth Gainwell,Team Piazza,RB,,RB,,2.7,8,2021
Robert Woods,Team Piazza,WR,,WR,,20.7,8,2021
Marvin Jones Jr.,Team Piazza,WR,,WR,,8.5,8,2021
Jared Cook,Team Piazza,TE,,TE,,4.5,8,2021
Christian Kirk,Team Piazza,WR,,FLEX,,8.6,8,2021
Bears,Team Piazza,D/ST,,D/ST,,-6,8,2021
Greg Zuerlein,Team Piazza,K,,K,,7,8,2021
Justin Herbert,Team Graver,QB,,QB,,13.82,8,2021
Ezekiel Elliott,Team Graver,RB,,RB,,11.3,8,2021
Aaron Jones,Team Graver,RB,,RB,,24,8,2021
Diontae Johnson,Team Graver,WR,,WR,,15.8,8,2021
Deebo Samuel,Team Graver,WR,,WR,,23.1,8,2021
T.J. Hockenson,Team Graver,TE,,TE,,18.9,8,2021
DeAndre Hopkins,Team Graver,WR,,FLEX,,8.6,8,2021
Chargers,Team Graver,D/ST,,D/ST,,2,8,2021
Matt Prater,Team Graver,K,,K,,3,8,2021
Josh Allen,Team Dupre,QB,,QB,,9.56,9,2021
Nick Chubb,Team Dupre,RB,,RB,,30.3,9,2021
Elijah Mitchell,Team Dupre,RB,,RB,,12.9,9,2021
Adam Thielen,Team Dupre,WR,,WR,,8.6,9,2021
Cole Beasley,Team Dupre,WR,,WR,,11.3,9,2021
Kyle Pitts,Team Dupre,TE,,TE,,9.2,9,2021
Tee Higgins,Team Dupre,WR,,FLEX,,13.8,9,2021
Bills,Team Dupre,D/ST,,D/ST,,9,9,2021
Younghoe Koo,Team Dupre,K,,K,,9,9,2021
Lamar Jackson,Team Chasse,QB,,QB,,30.64,9,2021
Najee Harris,Team Chasse,RB,,RB,,16.8,9,2021
Adrian Peterson,Team Chasse,RB,,RB,,9.6,9,2021
Brandin Cooks,Team Chasse,WR,,WR,,11.6,9,2021
Mike Williams,Team Chasse,WR,,WR,,7.8,9,2021
Zach Ertz,Team Chasse,TE,,TE,,5.7,9,2021
Marquise Brown,Team Chasse,WR,,FLEX,,20.6,9,2021
Patriots,Team Chasse,D/ST,,D/ST,,19,9,2021
Tyler Bass,Team Chasse,K,,K,,7,9,2021
Dak Prescott,Team Perrotti,QB,,QB,,18.88,9,2021
Austin Ekeler,Team Perrotti,RB,,RB,,11.2,9,2021
Darrell Henderson Jr.,Team Perrotti,RB,,RB,,8.8,9,2021
Justin Jefferson,Team Perrotti,WR,,WR,,17,9,2021
A.J. Brown,Team Perrotti,WR,,WR,,9.2,9,2021
George Kittle,Team Perrotti,TE,,TE,,20.1,9,2021
Devontae Booker,Team Graver,RB,,FLEX,,15.2,9,2021
Steelers,Team Perrotti,D/ST,,D/ST,,4,9,2021
Greg Joseph,Team Perrotti,K,,K,,7,9,2021
Matthew Stafford,Team Sachs,QB,,QB,,13.06,9,2021
Christian McCaffrey,Team Sachs,RB,,RB,,14.6,9,2021
Alvin Kamara,Team Sachs,RB,,RB,,20.4,9,2021
Cooper Kupp,Team Sachs,WR,,WR,,20.5,9,2021
Amari Cooper,Team Sachs,WR,,WR,,5.7,9,2021
Mike Gesicki,Team Sachs,TE,,TE,,9.4,9,2021
Michael Pittman Jr.,Team Sachs,WR,,FLEX,,17.4,9,2021
Saints,Team Sachs,D/ST,,D/ST,,1,9,2021
Matt Gay,Team Sachs,K,,K,,12,9,2021
Jalen Hurts,Team Acquarulo,QB,,QB,,16.68,9,2021
Damien Harris,Team Acquarulo,RB,,RB,,10.3,9,2021
Myles Gaskin,Team Acquarulo,RB,,RB,,15.7,9,2021
Stefon Diggs,Team Acquarulo,WR,,WR,,14.5,9,2021
Chase Claypool,Team Acquarulo,WR,,WR,,7.3,9,2021
Dallas Goedert,Team Acquarulo,TE,,TE,,7.3,9,2021
Emmanuel Sanders,Team Pawlowicz,WR,,FLEX,,10.5,9,2021
Panthers,Team Acquarulo,D/ST,,D/ST,,8,9,2021
Graham Gano,Team Acquarulo,K,,K,,11,9,2021
Tyrod Taylor,Team Shamas,QB,,QB,,5.9,9,2021
Dalvin Cook,Team Shamas,RB,,RB,,15.2,9,2021
Michael Carter,Team Shamas,RB,,RB,,9.6,9,2021
CeeDee Lamb,Team Shamas,WR,,WR,,4.3,9,2021
DJ Moore,Team Shamas,WR,,WR,,7.6,9,2021
Travis Kelce,Team Shamas,TE,,TE,,17.8,9,2021
Jerry Jeudy,Team Shamas,WR,,FLEX,,12.9,9,2021
Colts,Team Shamas,D/ST,,D/ST,,0,9,2021
Nick Folk,Team Shamas,K,,K,,5,9,2021
Joe Burrow,Team Pawlowicz,QB,,QB,,7.38,9,2021
Josh Jacobs,Team Pawlowicz,RB,,RB,,13.5,9,2021
Zack Moss,Team Pawlowicz,RB,,RB,,4.4,9,2021
Tyreek Hill,Team Pawlowicz,WR,,WR,,7.3,9,2021
Ja'Marr Chase,Team Pawlowicz,WR,,WR,,8.9,9,2021
Tyler Conklin,Team Pawlowicz,TE,,TE,,9.5,9,2021
Emmanuel Sanders,Team Pawlowicz,WR,,FLEX,,7.1,10,2021
Cowboys,Team Pawlowicz,D/ST,,D/ST,,0,9,2021
Evan McPherson,Team Pawlowicz,K,,K,,4,9,2021
Carson Wentz,Team Loomis,QB,,QB,,24.18,9,2021
Cordarrelle Patterson,Team Loomis,RB,,RB,,19.6,9,2021
Joe Mixon,Team Loomis,RB,,RB,,28,9,2021
Keenan Allen,Team Loomis,WR,,WR,,22.4,9,2021
Julio Jones,Team Loomis,WR,,WR,,7.5,9,2021
Darren Waller,Team Loomis,TE,,TE,,16.2,9,2021
Empty,Team Perrotti,,,FLEX,,0,8,2021
Rams,Team Loomis,D/ST,,D/ST,,8,9,2021
Harrison Butker,Team Loomis,K,,K,,9,9,2021
Patrick Mahomes,Team Piazza,QB,,QB,,10.44,9,2021
Jonathan Taylor,Team Piazza,RB,,RB,,34,9,2021
Devin Singletary,Team Piazza,RB,,RB,,12.9,9,2021
Davante Adams,Team Piazza,WR,,WR,,10.2,9,2021
Robert Woods,Team Piazza,WR,,WR,,17.4,9,2021
Mark Andrews,Team Piazza,TE,,TE,,9.4,9,2021
Christian Kirk,Team Piazza,WR,,FLEX,,16.42,9,2021
Bears,Team Piazza,D/ST,,D/ST,,13,9,2021
Greg Zuerlein,Team Piazza,K,,K,,0,9,2021
Justin Herbert,Team Graver,QB,,QB,,31.64,9,2021
Ezekiel Elliott,Team Graver,RB,,RB,,12.6,9,2021
Aaron Jones,Team Graver,RB,,RB,,5.3,9,2021
Diontae Johnson,Team Graver,WR,,WR,,11.7,9,2021
Deebo Samuel,Team Graver,WR,,WR,,11.3,9,2021
Dalton Schultz,Team Graver,TE,,TE,,9.4,9,2021
James Robinson,Team Acquarulo,RB,,FLEX,,11.8,11,2021
Dolphins,Team Graver,D/ST,,D/ST,,18,9,2021
Matt Prater,Team Graver,K,,K,,7,9,2021
Josh Allen,Team Dupre,QB,,QB,,20.94,10,2021
Elijah Mitchell,Team Dupre,RB,,RB,,9.1,10,2021
J.D. McKissic,Team Dupre,RB,,RB,,7.9,10,2021
Adam Thielen,Team Dupre,WR,,WR,,11.5,10,2021
Cole Beasley,Team Dupre,WR,,WR,,3.5,10,2021
Kyle Pitts,Team Dupre,TE,,TE,,10,10,2021
James Robinson,Team Acquarulo,RB,,FLEX,,12.5,12,2021
Bills,Team Dupre,D/ST,,D/ST,,11,10,2021
Younghoe Koo,Team Dupre,K,,K,,3,10,2021
Lamar Jackson,Team Chasse,QB,,QB,,15.42,10,2021
Najee Harris,Team Chasse,RB,,RB,,17.3,10,2021
Leonard Fournette,Team Chasse,RB,,RB,,17.2,10,2021
Mike Williams,Team Chasse,WR,,WR,,7.3,10,2021
Marquise Brown,Team Chasse,WR,,WR,,9.7,10,2021
Zach Ertz,Team Chasse,TE,,TE,,8.6,10,2021
Van Jefferson,Team Chasse,WR,,FLEX,,8.4,10,2021
Patriots,Team Chasse,D/ST,,D/ST,,12,10,2021
Tyler Bass,Team Chasse,K,,K,,9,10,2021
Dak Prescott,Team Perrotti,QB,,QB,,26.34,10,2021
Austin Ekeler,Team Perrotti,RB,,RB,,14.9,10,2021
Darrell Henderson Jr.,Team Perrotti,RB,,RB,,8.1,10,2021
A.J. Brown,Team Perrotti,WR,,WR,,3.3,10,2021
Chris Godwin,Team Perrotti,WR,,WR,,12.7,10,2021
George Kittle,Team Perrotti,TE,,TE,,16,10,2021
Justin Jefferson,Team Perrotti,WR,,FLEX,,22.9,10,2021
Steelers,Team Perrotti,D/ST,,D/ST,,5,10,2021
Greg Joseph,Team Perrotti,K,,K,,10,10,2021
Matthew Stafford,Team Sachs,QB,,QB,,9.82,10,2021
Christian McCaffrey,Team Sachs,RB,,RB,,26.1,10,2021
Melvin Gordon III,Team Sachs,RB,,RB,,9.3,10,2021
Cooper Kupp,Team Sachs,WR,,WR,,23.2,10,2021
Jaylen Waddle,Team Sachs,WR,,WR,,10.1,10,2021
Mike Gesicki,Team Sachs,TE,,TE,,0,10,2021
Michael Pittman Jr.,Team Sachs,WR,,FLEX,,12.1,10,2021
Cardinals,Team Sachs,D/ST,,D/ST,,3,10,2021
Matt Gay,Team Sachs,K,,K,,4,10,2021
Jalen Hurts,Team Acquarulo,QB,,QB,,18.62,10,2021
Damien Harris,Team Acquarulo,RB,,RB,,16.5,10,2021
Myles Gaskin,Team Acquarulo,RB,,RB,,22.7,10,2021
Stefon Diggs,Team Acquarulo,WR,,WR,,30.2,10,2021
Chase Claypool,Team Acquarulo,WR,,WR,,5.6,10,2021
Dallas Goedert,Team Acquarulo,TE,,TE,,4.8,10,2021
